index,DateTime,vosaline
1,2021-12-16 12:00:00,36.415913
0,2022-01-16 12:00:00,36.196827
1,2022-01-16 12:00:00,36.196827
0,2022-02-15 00:00:00,36.06611
1,2022-02-15 00:00:00,36.06611
1,2022-03-16 12:00:00,36.063004
0,2022-03-16 12:00:00,36.063004
0,2022-04-16 00:00:00,36.069202
1,2022-04-16 00:00:00,36.069202
0,2022-05-16 12:00:00,36.085827
1,2022-05-16 12:00:00,36.085827
0,2022-06-16 00:00:00,36.162056
1,2022-06-16 00:00:00,36.162056
0,2022-07-16 12:00:00,36.18804
1,2022-07-16 12:00:00,36.18804
1,2022-08-16 12:00:00,36.210045
0,2022-08-16 12:00:00,36.210045
0,2022-09-16 00:00:00,36.23381
1,2022-09-16 00:00:00,36.23381
0,2022-10-16 12:00:00,36.275826
1,2022-10-16 12:00:00,36.275826
0,2022-11-16 00:00:00,36.16855
1,2022-11-16 00:00:00,36.16855
0,2022-12-16 12:00:00,36.067238
1,2022-12-16 12:00:00,36.067238
0,2023-01-16 12:00:00,35.995056
1,2023-01-16 12:00:00,35.995056
1,2023-02-15 00:00:00,35.971237
0,2023-02-15 00:00:00,35.971237
0,2023-03-16 12:00:00,35.91634
1,2023-03-16 12:00:00,35.91634
0,2023-04-16 00:00:00,35.92509
1,2023-04-16 00:00:00,35.92509
0,2023-05-16 12:00:00,35.887
1,2023-05-16 12:00:00,35.887
0,2023-06-16 00:00:00,35.994854
1,2023-06-16 00:00:00,35.994854
1,2023-07-16 12:00:00,36.11363
0,2023-07-16 12:00:00,36.11363
0,2023-08-16 12:00:00,36.209198
1,2023-08-16 12:00:00,36.209198
0,2023-09-16 00:00:00,36.21319
1,2023-09-16 00:00:00,36.21319
0,2023-10-16 12:00:00,36.205265
1,2023-10-16 12:00:00,36.205265
0,2023-11-16 00:00:00,36.133816
1,2023-11-16 00:00:00,36.133816
1,2023-12-16 12:00:00,36.08594
0,2023-12-16 12:00:00,36.08594
